2.000	0.000
2.025	0.008
2.050	0.015
2.075	0.022
2.100	0.028
2.125	0.033
2.150	0.038
2.175	0.043
2.200	0.047
2.225	0.050
2.250	0.053
2.275	0.056
2.300	0.058
2.325	0.059
2.350	0.060
2.375	0.060
2.400	0.060
2.425	0.059
2.450	0.058
2.475	0.056
2.500	0.053
2.525	0.050
2.550	0.047
2.575	0.043
2.600	0.038
2.625	0.033
2.650	0.028
2.675	0.022
2.700	0.015
2.725	0.008
2.750	-0.000
