2.000	0.000
2.038	0.011
2.075	0.022
2.112	0.031
2.150	0.038
2.188	0.045
2.225	0.050
2.263	0.055
2.300	0.058
2.337	0.059
2.375	0.060
2.413	0.059
2.450	0.058
2.487	0.055
2.525	0.050
2.562	0.045
2.600	0.038
2.638	0.031
2.675	0.022
2.712	0.011
2.750	-0.000
